iteration,reward_mean,length_mean,games,loss
49000,8.33,11.33,9.0,0.0067758504
49500,10.5,13.5,8.0,0.003557136
50000,10.0,13.0,8.0,0.0064691864
50500,6.38,9.38,8.0,0.0025470343
51000,7.25,10.25,8.0,0.005285648
51500,10.5,13.5,8.0,0.005550935
52000,10.0,13.0,8.0,0.030209202
52500,7.88,10.88,8.0,0.0072043175
53000,8.38,11.38,8.0,0.0070515345
53500,5.88,8.88,8.0,0.020496367
54000,9.62,12.62,8.0,0.0095796995
54500,13.88,16.88,8.0,0.008968696
55000,7.62,10.62,8.0,0.008162733
55500,10.75,13.75,8.0,0.0076212445
56000,9.38,12.38,8.0,0.006985983
56500,7.12,10.12,8.0,0.0043636747
57000,7.62,10.62,8.0,0.006910197
57500,10.88,13.88,8.0,0.0058301142
58000,8.0,11.0,8.0,0.007427644
58500,11.5,14.5,8.0,0.07032099
59000,6.75,9.75,8.0,0.03120115
59500,7.88,10.88,8.0,0.062238943
60000,7.12,10.12,8.0,0.006054547
60500,11.0,14.0,8.0,0.051886097
61000,9.5,12.5,8.0,0.00806796
61500,10.25,13.25,8.0,0.0030626839
62000,13.62,16.62,8.0,0.033917308
62500,10.38,13.38,8.0,0.006630877
63000,9.38,12.38,8.0,0.0045812298
63500,9.5,12.5,8.0,0.0034724926
64000,8.25,11.25,8.0,0.0042028474
64500,11.38,14.38,8.0,0.02694597
65000,9.0,12.0,8.0,0.047148485
65500,9.62,12.62,8.0,0.00408494
66000,7.38,10.38,8.0,0.009347487
66500,10.78,13.78,9.0,0.053999286
67000,10.88,13.88,8.0,0.013099354
67500,8.0,11.0,8.0,0.009377534
68000,7.62,10.62,8.0,0.014843587
68500,8.0,11.0,8.0,0.0055815736
69000,12.62,15.62,8.0,0.007943709
69500,10.62,13.62,8.0,0.0060989605
70000,9.5,12.5,8.0,0.0071156407
70500,7.38,10.38,8.0,0.0038588636
71000,12.75,15.75,8.0,0.011555241
71500,10.62,13.62,8.0,0.008144788
72000,9.25,12.25,8.0,0.0087556485
72500,13.0,16.0,8.0,0.008073576
73000,11.5,14.5,8.0,0.008770351
73500,12.75,15.75,8.0,0.03984835
74000,14.12,17.12,8.0,0.007994698
74500,11.38,14.38,8.0,0.019563995
75000,11.5,14.5,8.0,0.032073706
75500,13.5,16.5,8.0,0.008395336
76000,13.38,16.38,8.0,0.0071275895
76500,12.0,15.0,8.0,0.012311053
77000,15.5,18.5,8.0,0.0065284385
77500,8.25,11.25,8.0,0.035684187
78000,10.5,13.5,8.0,0.009836395
78500,12.0,15.0,8.0,0.0065978887
79000,10.75,13.75,8.0,0.008193403
79500,12.88,15.88,8.0,0.005889048
80000,14.25,17.25,8.0,0.0075093703
80500,11.88,14.88,8.0,0.036107842
81000,9.0,12.0,8.0,0.01114269
81500,11.0,14.0,8.0,0.01549112
82000,11.75,14.75,8.0,0.008326685
82500,14.62,17.62,8.0,0.036693797
83000,11.5,14.5,8.0,0.022885408
83500,12.5,15.5,8.0,0.008799862
84000,13.0,16.0,8.0,0.011609126
84500,11.75,14.75,8.0,0.010762565
85000,13.75,16.75,8.0,0.01260791
85500,13.5,16.5,8.0,0.008317868
86000,14.25,17.25,8.0,0.04993818
86500,13.5,16.5,8.0,0.017394125
87000,10.38,13.38,8.0,0.008558843
87500,13.88,16.88,8.0,0.010591849
88000,13.0,16.0,8.0,0.009702535
88500,10.12,13.12,8.0,0.0066915993
89000,12.25,15.25,8.0,0.0098725315
89500,12.75,15.75,8.0,0.008812692
90000,12.25,15.25,8.0,0.010272227
90500,15.25,18.25,8.0,0.014922734
91000,10.0,13.0,8.0,0.009377303
91500,15.38,18.38,8.0,0.032891534
92000,12.62,15.62,8.0,0.010343101
92500,16.5,19.5,8.0,0.010382704
93000,11.75,14.75,8.0,0.009283535
93500,12.38,15.38,8.0,0.010841229
94000,13.38,16.38,8.0,0.012311502
94500,15.25,18.25,8.0,0.015543106
95000,12.38,15.38,8.0,0.008063413
95500,12.0,15.0,8.0,0.010696018
96000,16.12,19.12,8.0,0.012361364
96500,14.12,17.12,8.0,0.012308325
97000,12.88,15.88,8.0,0.004847397
97500,14.12,17.12,8.0,0.008002415
98000,14.38,17.38,8.0,0.01199822
98500,12.75,15.75,8.0,0.0032506296
99000,11.88,14.88,8.0,0.03720192
99500,14.75,17.75,8.0,0.004908569
100000,13.88,16.88,8.0,0.008900189
100500,13.62,16.62,8.0,0.008607829
101000,16.12,19.12,8.0,0.03310234
101500,14.62,17.62,8.0,0.0061674155
102000,12.75,15.75,8.0,0.01927433
102500,15.12,18.12,8.0,0.01398176
103000,12.0,15.0,8.0,0.0034178155
103500,13.12,16.12,8.0,0.010868891
104000,13.89,16.89,9.0,0.02711275
104500,13.0,16.0,8.0,0.011517295
105000,11.5,14.5,8.0,0.00640428
105500,12.88,15.88,8.0,0.0052510654
106000,15.38,18.38,8.0,0.016329538
106500,12.62,15.62,8.0,0.0055661974
107000,14.5,17.5,8.0,0.010183871
107500,13.62,16.62,8.0,0.011298922
108000,13.12,16.12,8.0,0.005553661
108500,16.25,19.25,8.0,0.025506515
109000,15.88,18.88,8.0,0.035960395
109500,15.25,18.25,8.0,0.006243076
110000,13.12,16.12,8.0,0.00806793
110500,14.75,17.75,8.0,0.0065503595
111000,15.75,18.75,8.0,0.01385338
111500,14.25,17.25,8.0,0.007048847
112000,9.0,12.0,8.0,0.0050474876
112500,12.12,15.12,8.0,0.009630654
113000,14.0,17.0,8.0,0.01123208
113500,10.38,13.38,8.0,0.005586867
114000,17.12,20.12,8.0,0.012393761
114500,15.38,18.38,8.0,0.013438423
115000,13.75,16.75,8.0,0.00603766
115500,14.38,17.38,8.0,0.01854051
116000,12.12,15.12,8.0,0.0057855966
116500,17.38,20.38,8.0,0.0076290923
117000,12.75,15.75,8.0,0.036413725
117500,13.25,16.25,8.0,0.01693898
118000,11.88,14.88,8.0,0.03825913
118500,16.25,19.25,8.0,0.007610323
119000,13.12,16.12,8.0,0.0057862196
119500,12.25,15.25,8.0,0.016439132
120000,17.0,20.0,8.0,0.006494432
120500,11.75,14.75,8.0,0.011384048
121000,12.88,15.88,8.0,0.0086586755
121500,11.12,14.12,8.0,0.006767039
122000,12.25,15.25,8.0,0.009230949
122500,11.38,14.38,8.0,0.038151708
123000,12.62,15.62,8.0,0.010333207
123500,10.62,13.62,8.0,0.004917468
124000,17.5,20.5,8.0,0.004745013
124500,13.0,16.0,8.0,0.025877068
125000,15.38,18.38,8.0,0.008491302
125500,13.0,16.0,8.0,0.007304213
126000,11.88,14.88,8.0,0.004620132
126500,14.88,17.88,8.0,0.010584745
127000,12.38,15.38,8.0,0.005802662
127500,12.75,15.75,8.0,0.01063415
128000,10.25,13.25,8.0,0.01154223
128500,8.75,11.75,8.0,0.023704283
129000,15.5,18.5,8.0,0.014966951
129500,13.25,16.25,8.0,0.03473255
130000,14.5,17.5,8.0,0.015451184
130500,13.12,16.12,8.0,0.0134171555
131000,8.89,11.89,9.0,0.005825202
131500,15.0,18.0,8.0,0.015862122
132000,8.75,11.75,8.0,0.00501517
132500,14.12,17.12,8.0,0.0087652095
133000,16.88,19.88,8.0,0.007868129
133500,12.75,15.75,8.0,0.0040665995
134000,10.88,13.88,8.0,0.035289653
134500,14.62,17.62,8.0,0.006177701
135000,16.0,19.0,8.0,0.008875057
135500,15.25,18.25,8.0,0.0066467216
136000,12.25,15.25,8.0,0.07384372
136500,11.88,14.88,8.0,0.007690163
137000,12.0,15.0,8.0,0.01029153
137500,13.38,16.38,8.0,0.03651226
138000,16.75,19.75,8.0,0.00667576
138500,12.38,15.38,8.0,0.04928453
139000,11.62,14.62,8.0,0.024096984
139500,14.0,17.0,8.0,0.023066817
140000,13.0,16.0,8.0,0.0060117226
140500,14.88,17.88,8.0,0.034270577
141000,12.12,15.12,8.0,0.01429772
141500,11.12,14.12,8.0,0.011507716
142000,14.0,17.0,8.0,0.008421773
142500,12.12,15.12,8.0,0.010363992
143000,9.88,12.88,8.0,0.009308981
143500,11.25,14.25,8.0,0.00608842
144000,15.75,18.75,8.0,0.03537222
144500,16.0,19.0,8.0,0.0049402933
145000,11.88,14.88,8.0,0.0050316746
145500,12.88,15.88,8.0,0.00356927
146000,11.88,14.88,8.0,0.011968182
146500,11.25,14.25,8.0,0.003834458
147000,13.25,16.25,8.0,0.008254617
147500,13.12,16.12,8.0,0.004373258
148000,12.38,15.38,8.0,0.05541128
148500,16.38,19.38,8.0,0.007966046
149000,14.5,17.5,8.0,0.009964725
149500,9.75,12.75,8.0,0.024652187
150000,14.38,17.38,8.0,0.03462786
150500,12.25,15.25,8.0,0.005990963
151000,15.38,18.38,8.0,0.02532489
151500,10.62,13.62,8.0,0.01702493
152000,14.62,17.62,8.0,0.008239988
152500,13.25,16.25,8.0,0.006719626
153000,13.0,16.0,8.0,0.009466095
153500,6.88,9.88,8.0,0.044352666
154000,13.25,16.25,8.0,0.0098455055
154500,14.5,17.5,8.0,0.010510509
155000,12.12,15.12,8.0,0.026717462
155500,10.25,13.25,8.0,0.011827903
156000,9.5,12.5,8.0,0.005988829
156500,15.0,18.0,8.0,0.018819168
157000,12.12,15.12,8.0,0.0058926498
157500,12.5,15.5,8.0,0.037436336
158000,10.25,13.25,8.0,0.009242516
158500,9.75,12.75,8.0,0.022740312
159000,12.5,15.5,8.0,0.00450127
159500,11.88,14.88,8.0,0.0049869656
160000,13.25,16.25,8.0,0.006293109
160500,14.88,17.88,8.0,0.0052320636
161000,13.75,16.75,8.0,0.008465889
161500,12.62,15.62,8.0,0.004606736
162000,9.25,12.25,8.0,0.0049342327
162500,12.0,15.0,9.0,0.0066382536
163000,11.25,14.25,8.0,0.0054063774
163500,17.25,20.25,8.0,0.040051393
164000,9.75,12.75,8.0,0.016630994
164500,11.12,14.12,8.0,0.005022755
165000,11.25,14.25,8.0,0.014273157
165500,13.88,16.88,8.0,0.0060637016
166000,11.5,14.5,8.0,0.0057193222
166500,11.5,14.5,8.0,0.0059032924
167000,14.75,17.75,8.0,0.0048204437
167500,13.38,16.38,8.0,0.00998456
168000,13.22,16.22,9.0,0.0039253845
168500,13.88,16.88,8.0,0.0060716234
169000,11.75,14.75,8.0,0.00592731
169500,10.38,13.38,8.0,0.030503497
170000,15.5,18.5,8.0,0.0074995332
170500,11.75,14.75,8.0,0.058998782
171000,10.62,13.62,8.0,0.008841028
171500,20.75,23.75,8.0,0.0134667205
172000,11.38,14.38,8.0,0.0071929893
172500,13.75,16.75,8.0,0.03180683
173000,9.5,12.5,8.0,0.009391667
173500,15.12,18.12,8.0,0.008726424
174000,15.0,18.0,8.0,0.021587355
174500,15.38,18.38,8.0,0.039166622
175000,17.38,20.38,8.0,0.045721255
175500,15.5,18.5,8.0,0.013104933
176000,13.62,16.62,8.0,0.0054785926
176500,16.5,19.5,8.0,0.0051887
177000,14.38,17.38,8.0,0.0061961757
177500,15.38,18.38,8.0,0.0070985025
178000,18.75,21.75,8.0,0.0057575298
178500,15.5,18.5,8.0,0.026423521
179000,13.22,16.22,9.0,0.005703182
179500,11.5,14.5,8.0,0.0032083755
180000,18.0,21.0,8.0,0.006704133
180500,14.38,17.38,8.0,0.0062698005
181000,13.75,16.75,8.0,0.0050686058
181500,15.88,18.88,8.0,0.016678113
182000,9.25,12.25,8.0,0.006416133
182500,11.38,14.38,8.0,0.01126836
183000,14.12,17.12,8.0,0.006333976
183500,15.88,18.88,8.0,0.0062094834
184000,14.75,17.75,8.0,0.0037981882
184500,10.62,13.62,8.0,0.009728115
185000,16.0,19.0,8.0,0.04453552
185500,10.5,13.5,8.0,0.026496258
186000,9.5,12.5,8.0,0.006102582
186500,15.0,18.0,8.0,0.0041449997
187000,12.75,15.75,8.0,0.0045661945
187500,10.38,13.38,8.0,0.013411731
188000,11.75,14.75,8.0,0.0050908998
188500,12.88,15.88,8.0,0.010657452
189000,11.88,14.88,8.0,0.005794745
189500,12.5,15.5,8.0,0.004793839
190000,8.38,11.38,8.0,0.030488495
190500,16.12,19.12,8.0,0.012237583
191000,13.25,16.25,8.0,0.005629617
191500,13.88,16.88,8.0,0.009367895
192000,13.12,16.12,8.0,0.011947833
192500,10.38,13.38,8.0,0.0048378827
193000,11.75,14.75,8.0,0.0051749246
193500,13.25,16.25,8.0,0.004803013
194000,8.0,11.0,8.0,0.0039505865
194500,11.88,14.88,8.0,0.0109068565
195000,13.62,16.62,8.0,0.025058944
195500,13.5,16.5,8.0,0.038080696
196000,12.88,15.88,8.0,0.027901925
196500,11.5,14.5,8.0,0.013238131
197000,10.75,13.75,8.0,0.020294491
197500,10.5,13.5,8.0,0.0064613493
198000,13.75,16.75,8.0,0.0062221345
198500,14.62,17.62,8.0,0.0071765827
199000,16.12,19.12,8.0,0.0032350884
199500,14.0,17.0,8.0,0.007640837
200000,14.62,17.62,8.0,0.0036606914
200500,11.38,14.38,8.0,0.00861349
201000,15.25,18.25,8.0,0.0040721465
201500,12.12,15.12,8.0,0.0049806475
202000,15.25,18.25,8.0,0.005595629
202500,14.12,17.12,8.0,0.03757573
203000,15.0,18.0,8.0,0.034771524
203500,11.12,14.12,8.0,0.0039036986
204000,13.62,16.62,8.0,0.011365445
204500,13.0,16.0,8.0,0.003380389
205000,12.38,15.38,8.0,0.0076635284
205500,14.0,17.0,8.0,0.02567603
206000,11.5,14.5,8.0,0.005417923
206500,11.12,14.12,8.0,0.034706555
207000,12.0,15.0,8.0,0.044870306
207500,11.88,14.88,8.0,0.0051531503
208000,10.5,13.5,8.0,0.0043229973
208500,15.88,18.88,8.0,0.0049705496
209000,15.12,18.12,8.0,0.0054252874
209500,13.88,16.88,8.0,0.0048302105
210000,14.12,17.12,8.0,0.0039555626
210500,13.88,16.88,8.0,0.006698264
211000,12.25,15.25,8.0,0.007299382
211500,8.5,11.5,8.0,0.0049401745
212000,15.88,18.88,8.0,0.0038790924
212500,8.12,11.12,8.0,0.013996809
213000,7.75,10.75,8.0,0.0060614585
213500,17.88,20.88,8.0,0.0058649927
214000,13.38,16.38,8.0,0.008195348
214500,10.62,13.62,8.0,0.009584112
215000,14.5,17.5,8.0,0.016640734
215500,13.5,16.5,8.0,0.03515748
216000,9.5,12.5,8.0,0.019524723
216500,16.75,19.75,8.0,0.0061738156
217000,13.12,16.12,8.0,0.010144354
217500,9.5,12.5,8.0,0.022485487
218000,13.88,16.88,8.0,0.0071980245
218500,11.12,14.12,8.0,0.004788542
219000,14.25,17.25,8.0,0.0046737185
219500,15.62,18.62,8.0,0.009639597
220000,14.38,17.38,8.0,0.0040699793
220500,12.12,15.12,8.0,0.0061669545
221000,9.88,12.88,8.0,0.0031058448
221500,13.5,16.5,8.0,0.012318951
222000,9.5,12.5,8.0,0.0071008606
222500,11.12,14.12,8.0,0.008504102
223000,12.38,15.38,8.0,0.0044130725
223500,14.25,17.25,8.0,0.021457013
224000,13.62,16.62,8.0,0.009633357
224500,16.5,19.5,8.0,0.007691368
225000,13.38,16.38,8.0,0.059105515
225500,16.62,19.62,8.0,0.0063496716
226000,13.5,16.5,8.0,0.0031291218
226500,11.0,14.0,8.0,0.024228875
227000,13.0,16.0,8.0,0.015202625
227500,11.0,14.0,9.0,0.009394027
228000,15.25,18.25,8.0,0.0049839197
228500,11.88,14.88,8.0,0.005396528
229000,18.62,21.62,8.0,0.005475587
229500,20.0,23.0,8.0,0.005845568
230000,15.38,18.38,8.0,0.0101306625
230500,12.88,15.88,8.0,0.012199432
231000,10.88,13.88,8.0,0.028679801
231500,14.38,17.38,8.0,0.009408593
232000,16.0,19.0,8.0,0.004588869
232500,10.62,13.62,8.0,0.005976949
233000,12.5,15.5,8.0,0.0066558407
233500,16.62,19.62,8.0,0.0073061585
234000,13.62,16.62,8.0,0.04033468
234500,14.75,17.75,8.0,0.004474175
235000,14.75,17.75,8.0,0.005471208
235500,10.5,13.5,8.0,0.011530181
236000,16.38,19.38,8.0,0.008849623
236500,11.75,14.75,8.0,0.0049120123
237000,18.0,21.0,8.0,0.0027572475
237500,18.12,21.12,8.0,0.0047029844
238000,11.0,14.0,8.0,0.024749424
238500,19.62,22.62,8.0,0.0053939577
239000,13.25,16.25,8.0,0.008429276
239500,11.75,14.75,8.0,0.004033791
240000,18.38,21.38,8.0,0.00802866
240500,12.25,15.25,8.0,0.0045449445
241000,15.62,18.62,8.0,0.033874113
241500,14.12,17.12,8.0,0.011757008
242000,12.12,15.12,8.0,0.0042109843
242500,10.12,13.12,8.0,0.005746593
243000,13.5,16.5,8.0,0.015688444
243500,15.0,18.0,8.0,0.0054958193
244000,12.5,15.5,8.0,0.007693704
244500,12.44,15.44,9.0,0.0049044434
245000,14.5,17.5,8.0,0.01453479
245500,10.5,13.5,8.0,0.005757182
246000,11.62,14.62,8.0,0.007849526
246500,15.38,18.38,8.0,0.012582723
247000,12.88,15.88,8.0,0.0035266317
247500,15.88,18.88,8.0,0.00423476
248000,12.62,15.62,8.0,0.012659203
248500,16.88,19.88,8.0,0.006275893
249000,12.75,15.75,8.0,0.004036054
249500,12.38,15.38,8.0,0.0038597404
250000,11.75,14.75,8.0,0.0038899663
250500,16.62,19.62,8.0,0.015833005
251000,15.12,18.12,8.0,0.009612035
251500,13.5,16.5,8.0,0.006278735
252000,12.88,15.88,8.0,0.007792946
252500,14.12,17.12,8.0,0.006331645
253000,12.38,15.38,8.0,0.005434306
253500,10.0,13.0,8.0,0.008490717
254000,14.38,17.38,8.0,0.029027421
254500,15.88,18.88,8.0,0.0044591296
255000,13.88,16.88,8.0,0.006840057
255500,16.0,19.0,8.0,0.0055253627
256000,13.75,16.75,8.0,0.03460855
256500,15.12,18.12,8.0,0.0035735457
257000,16.38,19.38,8.0,0.0737464
257500,14.12,17.12,8.0,0.012710076
258000,15.75,18.75,8.0,0.0050480403
258500,10.62,13.62,8.0,0.004809567
259000,12.25,15.25,8.0,0.024269713
259500,13.62,16.62,8.0,0.0064369105
260000,12.5,15.5,8.0,0.004553161
260500,15.5,18.5,8.0,0.011284188
261000,11.62,14.62,8.0,0.005692482
261500,12.75,15.75,8.0,0.029388629
262000,12.75,15.75,8.0,0.014797336
262500,12.38,15.38,8.0,0.011219143
263000,18.0,21.0,8.0,0.01835606
263500,13.38,16.38,8.0,0.002485692
264000,9.88,12.88,8.0,0.0058672754
264500,12.38,15.38,8.0,0.0028811195
265000,14.0,17.0,8.0,0.0058942474
265500,15.25,18.25,8.0,0.030148996
266000,16.12,19.12,8.0,0.015017422
266500,12.88,15.88,8.0,0.0048801834
267000,20.0,23.0,8.0,0.011724468
267500,14.62,17.62,8.0,0.004016016
268000,10.12,13.12,8.0,0.0065536564
268500,12.62,15.62,8.0,0.004288617
269000,13.75,16.75,8.0,0.0034557404
269500,10.88,13.88,8.0,0.0037643202
270000,15.0,18.0,8.0,0.004274522
270500,10.88,13.88,8.0,0.033838496
271000,15.88,18.88,8.0,0.010214038
271500,15.38,18.38,8.0,0.006122195
272000,12.75,15.75,8.0,0.0065946016
272500,11.25,14.25,8.0,0.013707239
273000,13.25,16.25,8.0,0.033435203
273500,14.38,17.38,8.0,0.040801506
274000,14.5,17.5,8.0,0.011222582
274500,16.0,19.0,8.0,0.0023025344
275000,11.62,14.62,8.0,0.004875295
275500,13.88,16.88,8.0,0.012687294
276000,11.0,14.0,8.0,0.004961345
276500,14.5,17.5,8.0,0.0053128046
277000,12.75,15.75,8.0,0.042589795
277500,15.38,18.38,8.0,0.0057375296
278000,10.88,13.88,8.0,0.0039731925
278500,12.38,15.38,8.0,0.0052045407
279000,15.56,18.56,9.0,0.00389795
279500,17.12,20.12,8.0,0.0062944754
280000,15.12,18.12,8.0,0.0037509832
280500,13.0,16.0,8.0,0.0152931325
281000,13.88,16.88,8.0,0.005420816
281500,17.5,20.5,8.0,0.008830249
282000,15.5,18.5,8.0,0.008582462
282500,17.88,20.88,8.0,0.0031963817
283000,15.62,18.62,8.0,0.011900879
283500,8.38,11.38,8.0,0.024572337
284000,12.25,15.25,8.0,0.005193441
284500,14.0,17.0,8.0,0.0033645947
285000,15.0,18.0,8.0,0.0042091687
285500,17.5,20.5,8.0,0.0039523616
286000,9.88,12.88,8.0,0.008247642
286500,12.75,15.75,8.0,0.0055000396
287000,15.5,18.5,8.0,0.008268118
287500,16.5,19.5,8.0,0.00809985
288000,18.88,21.88,8.0,0.0044687632
288500,10.12,13.12,8.0,0.004665223
289000,9.25,12.25,8.0,0.0069140764
289500,14.0,17.0,8.0,0.0058525763
290000,16.62,19.62,8.0,0.022478243
290500,11.5,14.5,8.0,0.00763929
291000,13.38,16.38,8.0,0.034957666
291500,14.88,17.88,8.0,0.015060079
292000,13.5,16.5,8.0,0.014047464
292500,16.12,19.12,8.0,0.006176441
293000,15.0,18.0,8.0,0.0035370097
293500,12.5,15.5,8.0,0.04249574
294000,15.0,18.0,8.0,0.0031265288
294500,14.67,17.67,9.0,0.005104248
295000,15.12,18.12,8.0,0.025373684
295500,14.5,17.5,8.0,0.0061566522
296000,16.75,19.75,8.0,0.03236514
296500,15.38,18.38,8.0,0.007483531
297000,15.25,18.25,8.0,0.0049917023
297500,14.5,17.5,8.0,0.0061108954
298000,14.25,17.25,8.0,0.0050703455
298500,15.5,18.5,8.0,0.015155284
299000,14.88,17.88,8.0,0.00470018
299500,11.88,14.88,8.0,0.004850884
300000,12.25,15.25,8.0,0.0049075643
300500,15.62,18.62,8.0,0.0075342306
301000,13.88,16.88,8.0,0.0034249793
301500,18.56,21.56,9.0,0.0042490107
302000,11.62,14.62,8.0,0.016322104
302500,11.5,14.5,8.0,0.0030203857
303000,14.5,17.5,8.0,0.01776882
303500,13.33,16.33,9.0,0.021230081
304000,16.0,19.0,8.0,0.046422325
304500,8.12,11.12,8.0,0.040558457
305000,15.0,18.0,8.0,0.017977497
305500,16.25,19.25,8.0,0.0051030954
306000,11.62,14.62,8.0,0.0051207747
306500,13.38,16.38,8.0,0.0073263897
307000,12.38,15.38,8.0,0.005531715
307500,12.88,15.88,8.0,0.008318741
308000,15.75,18.75,8.0,0.03896234
308500,14.25,17.25,8.0,0.0032241754
309000,18.12,21.12,8.0,0.016973574
309500,12.12,15.12,8.0,0.004024577
310000,11.0,14.0,8.0,0.008536193
310500,11.12,14.12,8.0,0.005688929
311000,11.38,14.38,8.0,0.0044234404
311500,13.5,16.5,8.0,0.0060838615
312000,15.12,18.12,8.0,0.004134464
312500,13.12,16.12,8.0,0.017803906
313000,8.5,11.5,8.0,0.0034599407
313500,12.56,15.56,9.0,0.009298164
314000,15.0,18.0,8.0,0.0035136673
314500,14.38,17.38,8.0,0.01963642
315000,12.38,15.38,8.0,0.0060306108
315500,12.0,15.0,8.0,0.0036247154
316000,11.38,14.38,8.0,0.005459386
316500,15.62,18.62,8.0,0.0035271386
317000,12.0,15.0,8.0,0.025609192
317500,13.25,16.25,8.0,0.0075903665
318000,14.0,17.0,8.0,0.018578835
318500,14.75,17.75,8.0,0.00964923
319000,14.38,17.38,8.0,0.004991251
319500,16.75,19.75,8.0,0.006617948
320000,17.0,20.0,8.0,0.004209076
320500,13.0,16.0,8.0,0.0039773677
321000,11.5,14.5,8.0,0.0031037407
321500,13.38,16.38,8.0,0.0043533593
322000,14.62,17.62,8.0,0.08328911
322500,9.88,12.88,8.0,0.009996366
323000,15.5,18.5,8.0,0.06157241
323500,9.62,12.62,8.0,0.0066082133
324000,12.88,15.88,8.0,0.006943843
324500,16.12,19.12,8.0,0.00656544
325000,16.25,19.25,8.0,0.0064894943
325500,10.75,13.75,8.0,0.0060924897
326000,11.75,14.75,8.0,0.00662422
