iteration,reward_mean,length_mean,games,loss
25500,-0.58,2.0,12.0,0.0009657692
26000,-0.5,2.0,10.0,4.9347575e-05
26500,0.0,2.12,8.0,1.7574577e-05
27000,-0.25,2.12,8.0,2.0365886e-05
27500,-0.25,2.0,8.0,1.6247925e-05
28000,0.0,2.0,8.0,1.8007671e-05
28500,-0.3,2.0,10.0,2.4914825e-05
29000,-0.12,2.0,8.0,2.5230554e-05
29500,-0.44,2.0,9.0,1.579147e-05
30000,-0.33,2.11,9.0,1.562256e-05
30500,-0.12,2.0,8.0,1.3327221e-05
31000,-0.33,2.0,9.0,5.9126178e-05
31500,0.12,2.25,8.0,2.3240827e-05
32000,-0.5,2.12,8.0,0.00046846087
32500,-0.3,2.0,10.0,7.096007e-05
33000,-0.33,2.0,9.0,3.4463017e-05
33500,-0.25,2.0,8.0,0.00018357595
34000,-0.25,2.0,8.0,2.2630255e-05
34500,-0.12,2.0,8.0,1.2676503e-05
35000,-0.22,2.11,9.0,0.0018791007
35500,-0.1,2.3,10.0,3.3085133e-05
36000,0.0,2.0,8.0,4.132666e-05
36500,-0.22,2.0,9.0,3.7299884e-05
37000,-0.33,2.0,9.0,7.327253e-05
37500,0.12,2.12,8.0,2.8356662e-05
38000,-0.33,2.11,9.0,0.00044757713
38500,-0.09,2.27,11.0,0.0006150874
39000,-0.22,2.22,9.0,2.4173154e-05
39500,-0.38,2.0,8.0,2.0904192e-05
40000,0.25,2.25,8.0,1.2945766e-05
40500,0.0,2.25,8.0,2.8368366e-05
41000,-0.12,2.0,8.0,1.656423e-05
41500,-0.27,2.18,11.0,0.0017304189
42000,0.0,2.25,8.0,0.0010703643
42500,-0.22,2.33,9.0,3.091197e-05
43000,-0.33,2.0,9.0,2.1918397e-05
43500,-0.4,2.1,10.0,0.000108325214
44000,-1.0,2.0,8.0,2.40451e-05
44500,-0.5,2.0,10.0,0.002929445
45000,-0.33,2.0,9.0,1.2576233e-05
45500,-0.44,2.0,9.0,1.4227505e-05
46000,-0.11,2.11,9.0,2.6580063e-05
46500,-0.11,2.44,9.0,0.0026521783
47000,-0.44,2.0,9.0,3.828837e-05
47500,-0.25,2.33,12.0,0.0017621912
48000,-0.4,2.1,10.0,0.002052103
48500,-0.33,2.0,9.0,1.4250565e-05
49000,0.0,2.0,8.0,2.1615358e-05
49500,0.12,2.25,8.0,3.4167446e-05
50000,-0.44,2.0,9.0,1.8265151e-05
50500,0.0,2.12,8.0,2.4749681e-05
51000,-0.11,2.22,9.0,1.4730953e-05
51500,-0.22,2.22,9.0,0.00065618614
52000,0.12,2.12,8.0,3.9425442e-05
52500,0.12,2.12,8.0,6.265147e-05
53000,-0.38,2.25,8.0,0.0001533305
53500,-0.33,2.0,9.0,5.4721804e-05
54000,-0.3,2.3,10.0,0.0015956255
54500,0.0,2.0,8.0,2.6192003e-05
55000,0.0,2.12,8.0,1.8068455e-05
55500,0.12,2.25,8.0,3.0176858e-05
56000,-0.12,2.12,8.0,2.1961569e-05
56500,0.08,2.5,12.0,0.0013938885
57000,0.0,2.12,8.0,0.001701627
57500,-0.55,2.0,11.0,0.0011563221
58000,-0.18,2.18,11.0,0.0015953311
58500,0.25,2.25,8.0,0.0014676073
59000,0.12,2.25,8.0,0.0012593585
59500,0.0,2.25,8.0,0.00012342763
60000,0.56,3.11,9.0,0.001310052
60500,0.38,2.5,8.0,0.00075606734
61000,0.33,2.67,9.0,7.440573e-05
61500,0.0,2.25,8.0,0.00020324277
62000,-0.38,2.12,8.0,0.0012134574
62500,0.0,2.3,10.0,0.002909969
63000,-0.11,2.11,9.0,5.5068056e-05
63500,-0.22,2.11,9.0,8.6359265e-05
64000,0.0,2.22,9.0,0.0012715323
64500,-0.12,2.12,8.0,0.0014333514
65000,-0.11,2.22,9.0,7.726888e-05
65500,0.5,2.75,8.0,7.9215824e-05
66000,0.11,2.67,9.0,5.9703056e-05
66500,-0.25,2.0,8.0,5.823073e-05
67000,0.0,2.12,8.0,0.0001381372
67500,-0.25,2.38,8.0,0.00016283282
68000,-0.22,2.11,9.0,6.393777e-05
68500,-0.25,2.12,8.0,7.0395734e-05
69000,-0.62,2.38,8.0,7.04481e-05
69500,0.12,2.5,8.0,9.035609e-05
70000,0.38,2.38,8.0,9.414334e-05
70500,0.36,2.82,11.0,0.00063771626
71000,-0.12,2.0,8.0,7.199761e-05
71500,0.56,2.89,9.0,0.0024924371
72000,0.12,2.25,8.0,0.00022176909
72500,0.18,2.73,11.0,9.10542e-05
73000,-0.18,2.36,11.0,8.545922e-05
73500,-0.38,2.62,8.0,0.0021986787
74000,-0.1,2.4,10.0,0.00037785125
74500,-0.33,2.11,9.0,0.0016088748
75000,-0.38,2.12,8.0,0.00021902745
75500,-0.3,2.3,10.0,0.0032895915
76000,0.08,2.62,13.0,0.0025284565
76500,0.27,2.91,11.0,0.00026200758
77000,0.73,3.27,11.0,0.00060977315
77500,-0.38,2.62,8.0,0.0065042917
78000,-0.22,2.44,9.0,0.0023297851
78500,0.33,2.78,9.0,0.0039389245
79000,-0.5,2.1,10.0,0.0018123096
79500,-0.12,2.88,8.0,0.0009255323
80000,0.6,3.1,10.0,0.00052392506
80500,0.12,2.5,8.0,0.0044075307
81000,1.25,4.25,8.0,0.0056874445
81500,0.12,3.12,8.0,0.004383212
82000,0.0,3.0,8.0,0.0014731955
82500,-0.25,2.75,8.0,0.0019230595
83000,0.12,3.12,8.0,0.0050918045
83500,-0.25,2.75,8.0,0.0014700639
84000,1.75,4.75,8.0,0.0048097405
84500,0.12,3.12,8.0,0.0052137044
85000,0.44,3.44,9.0,0.008149944
85500,0.38,3.38,8.0,0.00083322375
86000,0.12,3.12,8.0,0.001324406
86500,0.75,3.75,8.0,0.0087326765
87000,2.75,5.75,8.0,0.017205901
87500,0.25,3.25,8.0,0.005614233
88000,0.75,3.75,8.0,0.02319368
88500,1.12,4.12,8.0,0.013180642
89000,3.12,6.12,8.0,0.01928268
89500,1.25,4.25,8.0,0.019337144
90000,2.75,5.75,8.0,0.023816347
90500,-0.5,2.5,8.0,0.010967497
91000,0.12,3.12,8.0,0.017625928
91500,-0.5,2.5,8.0,0.013715785
92000,0.5,3.5,8.0,0.010055584
92500,-0.12,2.88,8.0,0.0068191593
93000,2.25,5.25,8.0,0.03630578
93500,1.38,4.38,8.0,0.01979592
94000,3.62,6.62,8.0,0.007808296
94500,0.5,3.5,8.0,0.014698743
95000,4.12,7.12,8.0,0.018564625
95500,1.38,4.38,8.0,0.005985375
96000,2.38,5.38,8.0,0.017243467
96500,1.0,4.0,8.0,0.0062380694
97000,1.5,4.5,8.0,0.0044450946
97500,2.5,5.5,8.0,0.008941144
98000,1.62,4.62,8.0,0.025670903
98500,0.5,3.5,8.0,0.02014769
99000,1.12,4.12,8.0,0.017138407
99500,3.88,6.88,8.0,0.023114119
100000,2.0,5.0,8.0,0.022502296
100500,2.25,5.25,8.0,0.008505501
101000,3.0,6.0,8.0,0.005788036
101500,2.5,5.5,8.0,0.024844471
102000,6.38,9.38,8.0,0.036716208
102500,4.88,7.88,8.0,0.0065308665
103000,2.62,5.62,8.0,0.007689099
103500,2.5,5.5,8.0,0.011546301
104000,4.38,7.38,8.0,0.018105242
104500,3.38,6.38,8.0,0.038512044
105000,7.88,10.88,8.0,0.018721148
105500,8.38,11.38,8.0,0.02477564
106000,1.88,4.88,8.0,0.009168028
106500,5.38,8.38,8.0,0.027499177
107000,4.25,7.25,8.0,0.029567141
107500,8.0,11.0,8.0,0.007894075
108000,3.62,6.62,8.0,0.026965817
108500,7.25,10.25,8.0,0.025334146
109000,1.62,4.62,8.0,0.011577692
109500,8.25,11.25,8.0,0.030906651
110000,6.5,9.5,8.0,0.029766835
110500,5.88,8.88,8.0,0.018015154
111000,0.62,3.62,8.0,0.050892156
111500,2.12,5.12,8.0,0.071274705
112000,9.25,12.25,8.0,0.0076408703
112500,13.75,16.75,8.0,0.011700058
113000,5.25,8.25,8.0,0.025333578
113500,5.5,8.5,8.0,0.0148243485
114000,5.0,8.0,8.0,0.042209618
114500,2.88,5.88,8.0,0.036363773
115000,2.88,5.88,8.0,0.040151212
115500,5.38,8.38,8.0,0.03808893
116000,4.25,7.25,8.0,0.021483963
116500,10.38,13.38,8.0,0.07611259
117000,5.12,8.12,8.0,0.036113493
117500,3.75,6.75,8.0,0.016436052
118000,8.25,11.25,8.0,0.046637043
118500,3.0,6.0,8.0,0.014534719
119000,2.12,5.12,8.0,0.0079296
119500,5.38,8.38,8.0,0.03542475
120000,4.25,7.25,8.0,0.0110771395
120500,5.5,8.5,8.0,0.00606347
121000,7.75,10.75,8.0,0.035883546
121500,4.5,7.5,8.0,0.026586058
122000,8.12,11.12,8.0,0.08946436
122500,6.5,9.5,8.0,0.054475777
123000,2.75,5.75,8.0,0.039033093
123500,6.88,9.88,8.0,0.013700012
124000,4.62,7.62,8.0,0.049424842
124500,7.5,10.5,8.0,0.0434271
125000,9.75,12.75,8.0,0.009688739
125500,9.0,12.0,8.0,0.019977396
126000,8.5,11.5,8.0,0.018706918
126500,6.75,9.75,8.0,0.027758636
127000,10.5,13.5,8.0,0.024603056
127500,4.0,7.0,8.0,0.028553199
128000,4.62,7.62,8.0,0.017481703
128500,8.25,11.25,8.0,0.054717287
129000,10.75,13.75,8.0,0.041531976
129500,6.88,9.88,8.0,0.013942113
130000,6.75,9.75,8.0,0.03828354
130500,5.75,8.75,8.0,0.043648012
131000,4.38,7.38,8.0,0.06940261
131500,6.5,9.5,8.0,0.04095988
132000,7.12,10.12,8.0,0.09415854
132500,5.75,8.75,8.0,0.016979096
133000,8.12,11.12,8.0,0.01990921
133500,9.12,12.12,8.0,0.01012701
134000,2.75,5.75,8.0,0.02104072
134500,4.38,7.38,8.0,0.012188828
135000,7.75,10.75,8.0,0.0063029625
135500,9.0,12.0,8.0,0.011325678
136000,7.0,10.0,8.0,0.012448053
136500,7.5,10.5,8.0,0.06593967
137000,7.88,10.88,8.0,0.009332271
137500,6.62,9.62,8.0,0.019876681
138000,6.62,9.62,8.0,0.038657516
138500,14.75,17.75,8.0,0.054850698
139000,3.75,6.75,8.0,0.06265853
139500,11.75,14.75,8.0,0.02169338
140000,5.25,8.25,8.0,0.036615036
140500,8.38,11.38,8.0,0.0291232
141000,14.38,17.38,8.0,0.01958886
141500,9.75,12.75,8.0,0.022555605
142000,11.0,14.0,8.0,0.018453274
142500,12.38,15.38,8.0,0.008086601
143000,8.5,11.5,8.0,0.07250045
143500,12.12,15.12,8.0,0.012268595
144000,8.0,11.0,8.0,0.009622692
144500,5.5,8.5,8.0,0.050894637
145000,8.88,11.88,8.0,0.020942496
145500,8.12,11.12,8.0,0.030724715
146000,7.12,10.12,8.0,0.07497215
146500,8.88,11.88,8.0,0.008584922
147000,5.25,8.25,8.0,0.03851219
147500,5.0,8.0,8.0,0.05548638
148000,4.12,7.12,8.0,0.11250064
148500,3.5,6.5,8.0,0.08399494
149000,5.0,8.0,9.0,0.0112194475
149500,5.0,8.0,8.0,0.059393667
150000,8.62,11.62,8.0,0.021606255
150500,11.75,14.75,8.0,0.06937322
151000,7.12,10.12,8.0,0.019763274
151500,8.62,11.62,8.0,0.04971773
152000,6.62,9.62,8.0,0.02701459
152500,14.12,17.12,8.0,0.07435764
153000,15.25,18.25,8.0,0.051978476
153500,7.25,10.25,8.0,0.027003914
154000,5.38,8.38,8.0,0.022898335
154500,8.0,11.0,8.0,0.04562209
155000,14.5,17.5,8.0,0.015749922
155500,9.88,12.88,8.0,0.020929461
156000,3.5,6.5,8.0,0.016030718
156500,12.78,15.78,9.0,0.017105421
157000,9.38,12.38,8.0,0.021278452
157500,11.0,14.0,8.0,0.013226317
158000,12.25,15.25,8.0,0.024540614
158500,10.75,13.75,8.0,0.097498
159000,10.88,13.88,8.0,0.04816356
159500,7.62,10.62,8.0,0.020026743
160000,13.0,16.0,8.0,0.06256346
160500,13.5,16.5,8.0,0.030248847
161000,8.25,11.25,8.0,0.088468984
161500,11.38,14.38,8.0,0.017863806
162000,13.12,16.12,8.0,0.08612205
162500,11.12,14.12,8.0,0.040978592
163000,15.5,18.5,8.0,0.027060395
163500,13.0,16.0,8.0,0.012316032
164000,16.25,19.25,8.0,0.028262643
164500,7.12,10.12,8.0,0.010525533
165000,10.88,13.88,8.0,0.042026527
165500,11.38,14.38,8.0,0.037582505
166000,10.75,13.75,8.0,0.013015755
166500,10.75,13.75,8.0,0.049437962
167000,10.5,13.5,8.0,0.0122699225
167500,9.62,12.62,8.0,0.02436326
168000,8.12,11.12,8.0,0.036978647
168500,8.62,11.62,8.0,0.05985255
169000,15.5,18.5,8.0,0.021602437
169500,8.88,11.88,8.0,0.05002213
170000,9.5,12.5,8.0,0.029964529
170500,15.25,18.25,8.0,0.014521417
171000,8.5,11.5,8.0,0.027044877
171500,10.0,12.55,11.0,0.051220447
172000,16.75,19.38,8.0,0.058354504
172500,16.88,19.88,8.0,0.014056393
173000,17.38,20.38,8.0,0.021643981
173500,9.5,12.5,8.0,0.016874742
174000,8.0,10.64,11.0,0.024041688
174500,16.75,19.75,8.0,0.023216164
175000,16.38,19.38,8.0,0.0101464335
175500,8.38,10.92,13.0,0.08557764
176000,9.88,12.88,8.0,0.038704343
176500,13.12,16.12,8.0,0.017388817
177000,11.38,14.38,8.0,0.0158521
177500,7.25,10.25,8.0,0.01576892
178000,9.0,11.5,10.0,0.012096745
178500,16.38,19.38,8.0,0.01117146
179000,12.62,15.62,8.0,0.02230081
179500,8.12,11.12,8.0,0.02084506
180000,12.62,15.62,8.0,0.10044514
180500,17.38,20.38,8.0,0.016718969
181000,16.0,19.0,8.0,0.1173749
181500,15.0,18.0,8.0,0.033560973
182000,9.12,12.12,8.0,0.0121008
182500,12.5,15.5,8.0,0.006843418
183000,10.75,13.75,8.0,0.01358819
183500,15.12,18.12,8.0,0.0097670015
184000,16.12,19.12,8.0,0.08141589
184500,14.0,16.55,11.0,0.01636948
185000,15.25,18.25,8.0,0.08367942
185500,11.0,14.0,8.0,0.02394947
186000,12.25,15.25,8.0,0.011682563
186500,7.12,9.12,8.0,0.012923179
187000,11.7,14.2,10.0,0.060334053
187500,8.38,10.88,8.0,0.012682732
188000,5.25,7.62,8.0,0.057537373
188500,16.12,19.12,8.0,0.009914413
189000,12.4,14.9,10.0,0.023773843
189500,15.88,18.88,8.0,0.1490286
190000,16.38,19.38,8.0,0.010219394
190500,22.88,25.88,8.0,0.025659073
191000,15.38,18.38,8.0,0.020189345
191500,17.25,20.25,8.0,0.016084008
192000,19.5,22.5,8.0,0.026270056
192500,19.88,22.88,8.0,0.027031226
193000,17.62,20.62,8.0,0.011720965
193500,13.88,16.88,8.0,0.018633774
194000,16.75,19.75,8.0,0.016415022
194500,12.38,15.38,8.0,0.03576953
195000,9.62,12.12,8.0,0.030181529
195500,9.62,12.12,8.0,0.04581539
196000,15.62,18.62,8.0,0.036055934
196500,17.5,20.5,8.0,0.054643907
197000,12.73,15.36,11.0,0.0075800717
197500,14.12,17.12,8.0,0.015896056
198000,12.31,14.85,13.0,0.010303747
198500,10.7,13.1,10.0,0.010997562
199000,16.38,19.38,8.0,0.080863275
199500,19.36,22.0,11.0,0.026859201
200000,18.0,21.0,8.0,0.060001083
200500,15.62,18.62,8.0,0.019513393
201000,15.6,18.3,10.0,0.00962355
201500,14.12,16.5,8.0,0.0083204955
202000,14.88,17.88,8.0,0.007962587
202500,16.56,19.56,9.0,0.023878401
203000,17.88,20.88,8.0,0.03942866
203500,10.75,13.75,8.0,0.009348377
204000,14.38,17.38,8.0,0.0152837355
204500,21.88,24.88,8.0,0.03335769
205000,16.5,19.5,8.0,0.09228024
205500,15.88,18.88,8.0,0.025279729
206000,14.88,17.88,8.0,0.07365504
206500,17.38,20.38,8.0,0.0943557
207000,19.4,21.9,10.0,0.026159164
207500,9.8,12.2,10.0,0.055228826
208000,16.25,19.25,8.0,0.023161288
208500,17.25,20.25,8.0,0.03292986
209000,15.88,18.88,8.0,0.009737031
209500,18.5,21.5,8.0,0.028741095
210000,16.75,19.75,8.0,0.07026404
210500,9.0,11.36,11.0,0.019690394
211000,16.64,19.27,11.0,0.008337155
211500,14.5,17.5,8.0,0.049871724
212000,14.78,17.22,9.0,0.09907383
212500,14.89,17.33,9.0,0.0074380776
213000,4.12,6.25,8.0,0.014021053
213500,20.12,23.12,8.0,0.05248025
214000,12.9,15.6,10.0,0.09292621
214500,8.56,10.89,9.0,0.007869555
215000,12.11,14.33,9.0,0.0100495815
215500,13.12,16.12,8.0,0.017236259
216000,10.62,13.62,8.0,0.09644034
216500,9.0,11.33,9.0,0.024138583
217000,16.5,19.5,8.0,0.07201171
217500,14.75,17.75,8.0,0.015838291
218000,8.38,11.38,8.0,0.020753365
218500,18.75,21.75,8.0,0.0072691874
219000,21.62,24.62,8.0,0.014352115
219500,11.67,14.25,12.0,0.034126043
220000,15.62,18.62,8.0,0.16682038
220500,13.0,15.6,10.0,0.0533893
221000,12.64,15.27,11.0,0.118609115
221500,9.8,12.1,10.0,0.013317142
222000,14.0,17.0,8.0,0.033032224
222500,5.0,7.12,8.0,0.009360336
223000,15.0,18.0,8.0,0.010957899
223500,13.38,16.38,8.0,0.026670936
224000,13.75,16.75,8.0,0.012156783
224500,22.0,25.0,8.0,0.070581906
225000,15.5,18.2,10.0,0.075353235
225500,17.25,20.25,8.0,0.021920158
226000,13.0,15.58,12.0,0.011103349
226500,12.4,14.9,10.0,0.022781888
227000,20.38,23.38,8.0,0.014300147
227500,19.5,22.5,8.0,0.014709892
228000,13.5,16.5,8.0,0.04824278
228500,14.62,17.62,8.0,0.0390254
229000,13.56,16.0,9.0,0.013835935
229500,15.0,17.64,11.0,0.026664555
230000,11.2,13.7,10.0,0.029519573
230500,19.25,22.25,8.0,0.025523886
231000,11.55,14.18,11.0,0.09028302
231500,16.11,18.78,9.0,0.009946019
232000,10.4,12.9,10.0,0.027620196
232500,10.0,13.0,8.0,0.019126976
233000,8.88,11.12,8.0,0.017415762
233500,12.88,15.25,8.0,0.018799623
234000,13.11,15.33,9.0,0.012506831
234500,11.36,14.0,11.0,0.0088025285
235000,19.38,22.38,8.0,0.023757666
235500,9.75,12.0,8.0,0.019684695
236000,15.9,18.6,10.0,0.057318456
236500,17.25,20.25,8.0,0.024319177
237000,20.75,23.75,8.0,0.048233654
237500,11.11,13.56,9.0,0.012378348
238000,17.88,20.88,8.0,0.024684146
238500,12.3,14.9,10.0,0.019261397
239000,24.75,27.75,8.0,0.10308531
239500,13.56,15.89,9.0,0.032040045
240000,9.25,11.5,8.0,0.023137905
240500,9.11,11.44,9.0,0.019463802
241000,20.75,23.75,8.0,0.016435008
241500,19.78,22.44,9.0,0.014405751
242000,22.12,25.12,8.0,0.013439802
242500,19.38,22.38,8.0,0.0080265915
243000,20.88,23.88,8.0,0.027290938
243500,13.11,15.67,9.0,0.017752524
244000,9.36,11.91,11.0,0.008542692
244500,13.44,15.89,9.0,0.013691024
245000,16.62,19.62,8.0,0.008127717
245500,15.78,18.44,9.0,0.026136871
246000,13.0,16.0,8.0,0.09254699
246500,18.88,21.88,8.0,0.010068005
247000,13.12,16.12,8.0,0.036789954
247500,4.25,6.38,8.0,0.0069995658
248000,3.88,6.0,8.0,0.008482443
248500,4.5,6.62,8.0,0.06190212
249000,18.25,21.25,8.0,0.010857323
249500,19.38,22.38,8.0,0.037735753
250000,20.25,23.25,8.0,0.008223289
250500,13.38,16.38,8.0,0.022061639
251000,1.88,4.0,8.0,0.03526319
251500,16.0,18.5,10.0,0.0725365
252000,10.44,12.78,9.0,0.012140219
252500,5.88,8.12,8.0,0.0050662695
253000,12.5,15.5,8.0,0.047629558
253500,10.9,13.6,10.0,0.066372104
254000,10.5,12.62,8.0,0.084419735
254500,15.12,18.12,8.0,0.036407024
255000,12.09,14.73,11.0,0.039856676
255500,25.75,28.75,8.0,0.036349595
256000,11.45,13.91,11.0,0.013044994
256500,11.62,14.62,8.0,0.044672586
257000,18.62,21.62,8.0,0.110927075
257500,15.67,18.33,9.0,0.009553599
258000,13.0,15.5,8.0,0.011670586
258500,12.82,15.36,11.0,0.009840259
259000,9.73,12.27,11.0,0.058920506
259500,20.12,23.12,8.0,0.015335716
260000,9.8,12.3,10.0,0.015890157
260500,19.75,22.75,8.0,0.008863614
261000,16.88,19.88,8.0,0.07572274
261500,19.88,22.88,8.0,0.007935714
262000,5.62,7.75,8.0,0.02432108
262500,16.0,18.64,11.0,0.03528906
263000,15.18,17.82,11.0,0.009960555
263500,18.75,21.75,8.0,0.043444104
264000,16.5,19.2,10.0,0.014742357
264500,6.62,8.62,8.0,0.012900322
265000,10.4,12.9,10.0,0.044493347
265500,23.75,26.75,8.0,0.042314332
266000,2.62,4.62,8.0,0.044174112
266500,9.22,11.78,9.0,0.023635522
267000,5.5,7.5,8.0,0.007786369
267500,9.8,12.2,10.0,0.029738924
268000,3.75,5.75,8.0,0.087445594
268500,12.11,14.44,9.0,0.010257496
269000,10.22,12.67,9.0,0.02266823
269500,17.88,20.88,8.0,0.0531587
270000,19.88,22.88,8.0,0.02321349
270500,11.38,14.38,8.0,0.028974233
271000,13.8,16.4,10.0,0.035603262
271500,4.75,6.88,8.0,0.009568838
272000,14.55,17.18,11.0,0.03571021
272500,11.67,14.11,9.0,0.055584613
273000,18.7,21.3,10.0,0.011379229
273500,8.0,10.38,8.0,0.014604663
274000,7.62,9.88,8.0,0.029219946
274500,12.25,15.25,8.0,0.016408304
275000,10.62,13.12,8.0,0.032452285
275500,14.67,17.11,9.0,0.017419128
276000,17.38,20.38,8.0,0.03306433
276500,10.11,12.33,9.0,0.02303491
277000,24.88,27.88,8.0,0.015466288
277500,8.78,11.22,9.0,0.063308954
278000,9.5,11.88,8.0,0.00873481
278500,10.12,12.62,8.0,0.01514308
279000,10.6,13.1,10.0,0.035781853
279500,11.36,13.82,11.0,0.0072138896
280000,13.2,15.7,10.0,0.007994903
280500,1.38,3.38,8.0,0.018792918
281000,5.0,7.25,8.0,0.0058959518
281500,11.11,13.56,9.0,0.016997084
282000,9.78,12.11,9.0,0.06311391
282500,6.75,9.0,8.0,0.0600492
283000,18.5,21.5,8.0,0.006404813
283500,11.25,13.83,12.0,0.05924761
284000,8.3,10.7,10.0,0.03789296
284500,6.11,8.33,9.0,0.0676897
285000,13.12,16.12,8.0,0.006209025
285500,23.75,26.75,8.0,0.020361565
286000,12.25,14.83,12.0,0.016373485
286500,4.0,6.12,8.0,0.032280676
287000,19.25,22.25,8.0,0.01690946
287500,19.75,22.75,8.0,0.017046094
288000,13.88,16.88,8.0,0.13659784
288500,18.25,21.25,8.0,0.070948966
289000,5.38,7.38,8.0,0.022693295
289500,8.62,11.0,8.0,0.008385595
290000,23.5,26.5,8.0,0.008838416
290500,20.0,23.0,8.0,0.030976972
291000,6.75,9.12,8.0,0.019735988
291500,11.89,14.33,9.0,0.045142762
292000,18.33,20.89,9.0,0.040838942
292500,11.38,13.75,8.0,0.01055196
293000,14.62,16.88,8.0,0.055095684
293500,21.25,24.25,8.0,0.045163997
294000,20.75,23.75,8.0,0.008654912
294500,10.8,13.3,10.0,0.07791966
295000,12.9,15.5,10.0,0.0067886105
295500,13.55,16.18,11.0,0.079204135
296000,14.0,16.5,10.0,0.0067581236
296500,11.9,14.6,10.0,0.021511994
297000,17.0,19.78,9.0,0.007432587
297500,10.55,13.18,11.0,0.0054814694
298000,13.25,16.25,8.0,0.06508836
298500,16.0,19.0,8.0,0.05434768
299000,6.0,8.12,8.0,0.0053071585
299500,8.7,11.0,10.0,0.016807359
300000,27.0,30.0,8.0,0.033331253
300500,17.33,20.0,9.0,0.03495068
301000,9.36,11.91,11.0,0.086943135
301500,12.12,14.5,8.0,0.0124756815
302000,14.92,17.42,12.0,0.019701201
302500,23.38,26.38,8.0,0.032683227
303000,17.25,20.25,8.0,0.010684023
303500,15.75,18.75,8.0,0.01891089
304000,14.91,17.55,11.0,0.022967951
304500,9.25,11.5,8.0,0.0064872717
305000,20.62,23.62,8.0,0.0076244017
305500,11.8,14.4,10.0,0.0059821745
306000,12.0,14.6,10.0,0.016444638
306500,13.0,15.44,9.0,0.08577388
307000,17.38,20.38,8.0,0.010192545
307500,17.62,20.62,8.0,0.008511987
308000,15.62,18.62,8.0,0.011505067
308500,9.92,12.5,12.0,0.015146035
309000,18.0,21.0,8.0,0.015624839
309500,21.0,24.0,8.0,0.03950763
310000,9.44,11.89,9.0,0.005297689
310500,8.88,11.0,8.0,0.013998581
311000,8.0,10.44,9.0,0.01805278
311500,7.0,9.22,9.0,0.06333712
312000,11.56,13.89,9.0,0.032988265
312500,16.75,19.75,8.0,0.032338176
313000,11.64,14.0,11.0,0.058340464
313500,16.3,18.9,10.0,0.02396921
314000,15.67,18.22,9.0,0.0057201562
314500,9.0,11.25,8.0,0.0077934265
315000,8.7,11.0,10.0,0.01119779
315500,11.12,13.62,8.0,0.01774941
316000,14.88,17.62,8.0,0.006470613
316500,10.58,13.08,12.0,0.0047067944
317000,4.0,6.12,8.0,0.011546365
317500,11.7,14.2,10.0,0.019394923
318000,11.78,14.22,9.0,0.006919911
318500,12.11,14.67,9.0,0.045504455
319000,5.62,7.75,8.0,0.00525734
319500,12.56,15.11,9.0,0.01224599
320000,6.12,8.38,8.0,0.018272959
320500,8.44,10.89,9.0,0.0061165513
321000,6.78,9.11,9.0,0.007929108
321500,22.25,25.25,8.0,0.0068729734
